Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
88,0.77,0.75,-7.9,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,5.2,4.1,66,0.52,13.16,0.00,1512,0.0,0.82,0.78,0.0,11.0,2.0,0.0
102,0.77,0.75,-7.9,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,66,0.52,12.99,0.00,1512,0.0,0.82,0.78,0.0,11.0,0.0,0.0
201,0.77,0.75,-7.9,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,66,0.50,12.81,0.00,1530,0.0,0.82,0.78,0.0,11.0,0.5,0.0
305,0.77,0.74,-7.9,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,66,0.51,12.81,0.00,1520,0.0,0.82,0.78,0.0,10.6,0.5,0.0
406,0.77,0.74,-7.9,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,66,0.48,12.23,0.00,1527,0.0,0.82,0.78,0.0,10.6,0.0,0.0
508,0.77,0.75,-8.1,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.9,3.8,66,0.47,12.07,0.00,1535,0.0,0.82,0.78,0.0,10.6,-1.0,0.0
611,0.77,0.75,-8.2,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,66,0.48,12.06,0.00,1518,0.0,0.82,0.78,0.0,10.6,0.5,0.0
713,0.76,0.75,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.9,3.8,66,0.47,11.89,0.00,1533,0.0,0.82,0.78,0.0,10.6,0.5,0.0
813,0.76,0.75,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.9,3.8,64,0.47,12.06,0.00,1535,0.0,0.82,0.78,0.0,10.6,-0.5,0.0
916,0.76,0.75,-8.4,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,64,0.48,12.23,0.00,1517,0.0,0.82,0.78,0.0,10.6,1.0,0.0
1017,0.76,0.75,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,64,0.48,12.23,0.00,1526,0.0,0.82,0.78,0.0,10.6,0.0,0.0
1121,0.76,0.74,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,64,0.47,12.01,0.00,1524,0.0,0.82,0.78,0.0,10.6,-1.0,0.0
1222,0.76,0.74,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.9,3.8,64,0.47,12.12,0.00,1535,0.0,0.82,0.78,0.0,10.6,0.5,0.0
1327,0.76,0.74,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,64,0.48,12.12,0.00,1522,0.0,0.82,0.78,0.0,10.6,0.5,0.0
1430,0.76,0.74,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,64,0.47,12.00,0.00,1525,0.0,0.82,0.78,0.0,10.6,0.0,0.0
1528,0.76,0.74,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.8,3.8,64,0.47,11.95,0.00,1526,0.0,0.82,0.78,0.0,10.6,0.0,0.0
1632,0.76,0.74,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.6,3.6,64,0.47,12.06,0.00,1526,0.0,0.82,0.78,0.0,10.6,0.0,0.0
1732,0.76,0.75,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,4.2,3.3,64,0.45,11.41,0.00,1537,0.0,0.82,0.78,0.0,10.2,0.5,0.0
1836,0.76,0.87,-8.5,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.9,3.1,64,0.45,11.41,0.00,1517,0.0,0.82,0.78,0.0,10.2,0.0,0.0
1936,0.76,0.95,-8.6,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.9,3.1,64,0.44,11.20,0.00,1511,0.0,0.82,0.78,0.0,10.2,1.5,0.0
2038,0.77,0.95,-8.6,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.9,3.1,64,0.46,11.63,0.00,1515,0.0,0.82,0.78,0.0,10.2,1.0,0.0
2141,0.78,0.95,-8.6,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.9,3.1,64,0.45,11.41,0.00,1511,0.0,0.82,0.78,0.0,10.2,1.0,0.0
2243,0.80,0.95,-8.5,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.9,3.1,64,0.45,11.47,0.00,1516,0.0,0.82,0.78,0.0,10.2,0.5,0.0
2345,0.82,0.95,-8.5,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.9,3.1,64,0.46,11.47,0.00,1499,0.0,0.82,0.78,0.0,10.2,1.5,0.0
2447,0.83,0.95,-8.5,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.9,3.1,64,0.45,11.31,0.00,1501,0.0,0.82,0.78,0.0,10.2,2.0,0.0
2548,0.84,0.95,-8.5,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.46,11.47,0.00,1485,0.0,0.82,0.78,0.0,10.2,1.5,0.0
2649,0.85,0.94,-8.4,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.9,3.1,64,0.46,11.52,0.00,1498,0.0,0.82,0.78,0.0,10.2,2.0,0.0
2752,0.87,0.94,-8.5,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.47,11.57,0.00,1481,0.0,0.82,0.78,0.0,10.2,2.0,0.0
2854,0.88,0.94,-8.5,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.46,11.26,0.00,1471,0.0,0.82,0.78,0.0,10.2,2.5,0.0
2955,0.88,0.94,-8.5,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.46,11.26,0.00,1474,0.0,0.82,0.78,0.0,10.2,2.0,0.0
3060,0.88,0.94,-8.4,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.46,11.31,0.00,1474,0.0,0.82,0.78,0.0,10.2,2.0,0.0
3161,0.88,0.94,-8.4,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.47,11.47,0.00,1466,0.0,0.82,0.78,0.0,10.2,2.0,0.0
3261,0.89,0.94,-8.4,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.47,11.47,0.00,1465,0.0,0.82,0.78,0.0,10.2,2.0,0.0
3362,0.89,0.94,-8.4,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.47,11.47,0.00,1468,0.0,0.82,0.78,0.0,10.2,1.5,0.0
3466,0.89,0.94,-8.4,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.47,11.47,0.00,1466,0.0,0.82,0.78,0.0,10.2,2.0,0.0
3567,0.89,0.94,-8.4,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.47,11.47,0.00,1464,0.0,0.82,0.78,0.0,10.2,1.0,0.0
3669,0.90,0.94,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.48,11.73,0.00,1463,0.0,0.82,0.78,0.0,10.2,2.0,0.0
3771,0.90,0.94,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.48,11.68,0.00,1457,0.0,0.82,0.78,0.0,10.2,1.0,0.0
3875,0.91,0.94,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.48,11.73,0.00,1470,0.0,0.82,0.78,0.0,10.2,1.5,0.0
3978,0.91,0.94,-8.3,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.7,3.1,64,0.49,11.84,0.00,1451,0.0,0.82,0.78,0.0,10.2,1.5,0.0
4078,0.91,0.94,-8.2,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.49,12.00,0.00,1466,0.0,0.82,0.78,0.0,10.2,1.5,0.0
4179,0.91,0.94,-8.2,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.7,3.1,64,0.50,11.95,0.00,1444,0.0,0.82,0.78,0.0,10.2,0.5,0.0
4282,0.91,0.94,-8.2,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.8,3.1,64,0.48,11.78,0.00,1461,0.0,0.82,0.78,0.0,10.6,1.5,0.0
4384,0.91,0.94,-8.2,-11.1,91,0.00,0.00,-0.0,-10.60,100.0,1.000,3.7,3.1,64,0.50,12.06,0.00,1443,0.0,0.82,0.78,0.0,10.6,2.0,0.0
4486,0.91,0.94,-8.1,-11.1,91,0.00,0.00,-0.4,-10.60,100.0,1.000,3.7,3.1,64,0.51,12.29,0.00,1451,0.0,0.82,0.78,0.0,10.6,1.0,0.0
4587,0.92,0.93,-8.1,-11.1,91,0.00,0.00,-0.8,-10.60,100.0,1.000,3.7,3.1,64,0.51,12.18,0.00,1443,0.0,0.82,0.78,0.0,10.6,1.5,0.0
4691,0.92,0.93,-8.1,-11.1,91,0.00,0.00,-1.0,-10.60,100.0,1.000,3.8,3.1,64,0.50,12.06,0.00,1457,0.0,0.82,0.78,0.0,10.6,0.0,0.0
4793,0.93,0.93,-8.1,-11.1,91,0.00,0.00,-1.3,-10.60,100.0,1.000,3.7,3.1,64,0.48,11.47,0.00,1447,0.0,0.82,0.78,0.0,10.6,1.0,0.0
4894,0.93,0.93,-8.0,-11.1,91,0.00,0.00,-1.5,-10.60,100.0,1.000,3.7,3.1,64,0.50,12.12,0.00,1448,0.0,0.82,0.78,0.0,10.6,0.5,0.0
4995,0.94,0.93,-8.0,-11.1,91,0.00,0.00,-1.7,-10.60,100.0,1.000,3.7,3.1,64,0.52,12.35,0.00,1425,0.0,0.82,0.78,0.0,10.6,2.5,0.0
5098,0.94,0.93,-7.9,-11.1,91,0.00,0.00,-2.0,-10.60,100.0,1.000,3.9,3.3,64,0.52,12.47,0.00,1428,0.0,0.82,0.78,0.0,10.6,1.0,0.0
5199,0.95,0.93,-7.9,-11.1,91,0.00,0.00,-2.1,-10.60,100.0,1.000,3.9,3.3,64,0.53,12.64,0.00,1423,0.0,0.82,0.78,0.0,10.6,3.0,0.0
5302,0.95,0.93,-7.8,-11.1,91,0.00,0.00,-2.2,-10.60,100.0,1.000,3.9,3.3,64,0.55,12.81,0.00,1408,0.0,0.82,0.78,0.0,11.0,3.0,0.0
5404,0.95,0.93,-7.7,-11.1,91,0.00,0.00,-2.2,-10.60,100.0,1.000,3.9,3.3,64,0.54,12.75,0.00,1418,0.0,0.82,0.78,0.0,11.0,2.0,0.0
5508,0.96,0.93,-7.7,-11.1,91,0.00,0.00,-2.2,-10.60,100.0,1.000,3.9,3.3,64,0.54,12.93,0.00,1428,0.0,0.82,0.78,0.0,11.0,0.5,0.0
5609,0.96,0.92,-7.6,-11.1,91,0.00,0.00,-2.2,-10.60,100.0,1.000,3.9,3.3,64,0.55,12.87,0.00,1405,0.0,0.82,0.78,0.0,11.0,2.5,0.0
5711,0.96,0.92,-7.6,-11.1,91,0.00,0.00,-2.2,-10.60,100.0,1.000,3.9,3.3,64,0.55,12.93,0.00,1413,0.0,0.82,0.78,0.0,11.0,2.0,0.0
5812,0.96,0.92,-7.5,-11.1,91,0.00,0.00,-2.1,-10.60,100.0,1.000,3.9,3.3,64,0.56,12.99,0.00,1403,0.0,0.82,0.78,0.0,11.0,2.0,0.0
5913,0.97,0.92,-7.4,-11.1,91,0.00,0.00,-2.0,-10.60,100.0,1.000,3.9,3.3,64,0.56,13.27,0.00,1420,0.0,0.82,0.78,0.0,11.0,0.5,0.0
6016,0.98,0.92,-7.3,-11.1,91,0.00,0.00,-1.9,-10.60,100.0,1.000,3.9,3.3,64,0.56,13.22,0.00,1409,0.0,0.82,0.78,0.0,11.0,1.5,0.0
6117,0.98,0.92,-7.3,-11.1,93,0.00,0.00,-1.7,-10.60,100.0,1.000,4.3,3.6,64,0.55,13.27,0.00,1447,0.0,0.82,0.78,0.0,11.0,-2.0,0.0
6223,0.99,0.92,-7.3,-11.1,93,0.00,0.00,-1.6,-10.60,100.0,1.000,4.3,3.6,64,0.57,13.68,58.08,1430,0.0,0.82,0.78,17.3,14.1,5.0,0.0
6324,0.98,0.92,-5.7,-11.1,93,0.00,0.00,-0.9,-10.60,100.0,1.000,8.5,6.9,64,1.65,40.67,130.37,1480,0.0,0.82,1.36,13.7,25.5,20.0,86.3
6422,0.98,0.59,-1.9,0.7,93,0.00,0.00,-0.5,-10.45,100.0,1.000,7.7,5.1,64,0.77,23.36,11.07,1822,0.0,2.96,3.06,3.1,10.2,25.5,0.0
6528,1.03,1.09,-5.5,-10.6,93,0.00,0.00,2.7,-10.60,100.0,1.000,6.5,3.8,64,0.40,13.59,72.40,2057,0.0,3.34,3.52,12.2,15.7,34.5,0.0
6628,1.00,0.90,-6.1,-8.4,93,0.00,0.00,0.4,-10.60,100.0,1.000,6.6,3.6,64,0.52,19.01,8.44,2198,0.0,3.62,3.64,2.0,9.8,40.5,0.0
